"probe"	"gene"	"CTRL"	"CTRL.1"	"CTRL.2"	"IFN.1"	"IFN.1.1"	"IFN.1.2"	"TNF.1"	"TNF.1.1"	"TNF.1.2"	"TNF.IFN.1"	"TNF.IFN.1.1"	"TNF.IFN.1.2"
"34"	"CLEC12A"	"CLEC12A"	9.96497682768423	10.4289739336921	9.84556162578053	9.19450351409871	9.36271421295224	9.46258201878906	9.79710209713563	9.82990137351369	9.84204326607257	9.66984229430975	9.66862016680854	9.67663911851238
"35"	"C15orf27"	"C15orf27"	4.3503104987305	4.52459243025637	4.35439563201451	4.54652045162402	4.45142377855343	4.80084248037475	4.45948776867782	4.41224552139954	4.46542880094555	4.45948776867782	4.43493900622514	4.45948776867782
"36"	"NEDD1"	"NEDD1"	8.36480735464595	8.74459068246627	8.49789569218849	8.76222235658835	8.75434883143949	9.04187860271806	9.15448117708567	9.20600802756883	8.97123028328038	9.30935958542504	9.22803350690418	9.22409493452027
"37"	"ETV3"	"ETV3"	12.7961946883604	12.5931295734383	12.9304858773777	11.3091572109517	11.2113984521434	11.5121083659117	10.5566700684296	10.3937761287367	10.8945502578436	10.0752043055867	10.1313230191133	10.2183561240645
"38"	"TM2D3"	"TM2D3"	8.61479237326571	8.72778781379486	8.78134270968466	10.0498367419958	10.1681231050571	10.3239635842533	9.20449200188012	9.36128068630224	9.37943446425727	8.84228033704382	9.0156878788689	9.0217719967474
"39"	"ACAP2"	"ACAP2"	11.3989401216758	11.5228194560794	11.5500370482414	11.6699089554443	12.0664114656305	12.0092347567816	12.478377605251	12.4338555496681	12.2839444298552	12.1132763617029	12.0810917324277	11.8808487361767
"40"	"LACTB"	"LACTB"	12.6502029175453	12.5567194803517	12.6794259659695	12.3528575288375	12.4294956862906	12.5164840942554	12.6388465718165	12.8033657051896	12.8809658451002	13.3822679579955	13.3004605981851	13.3176317133508
"41"	"GPBAR1"	"GPBAR1"	6.48771608139255	6.68498399765799	6.49687091050771	7.60603776805534	7.03392768252716	7.008443279261	7.008443279261	7.008443279261	7.12141626061261	7.008443279261	7.03477023690526	7.19704917715164
"42"	"TAGAP"	"TAGAP"	8.72776807975515	8.81549226073172	8.87887179149016	10.0649161793307	10.1817727889963	9.92195953446728	13.4124737986458	13.4216309384019	13.2276156777751	11.7458263291033	11.7156399238972	11.4249286259063
"43"	"NLRC4"	"NLRC4"	4.88242699880054	5.30374672863046	5.13757728991201	7.07708397872181	7.44864520949859	7.55053711589078	7.26176769689267	7.15132015261659	7.08724092921404	6.22483801571747	6.51096879865087	6.18540168001994
"44"	"PRSS36"	"PRSS36"	2.99364237734404	2.99364237734404	2.99364237734404	3.14584601159799	2.93759344837388	2.99364237734404	2.82543012821556	2.99364237734404	4.03837928938179	2.99364237734404	2.99364237734404	3.08017229676333
"45"	"IL12RB1"	"IL12RB1"	8.45423668600119	8.59135081581123	8.42423144544567	8.85960142050137	8.45944942620246	8.52603524249834	8.16531434173307	8.07685758523155	8.42732066234723	8.26535057487115	8.36641222089151	8.38149120403706
"46"	"JAK1"	"JAK1"	11.8843045536007	11.5460045349292	11.9628204428245	11.9592448108598	11.976341076907	11.8259082973651	11.9821033158803	11.8706645141344	11.8242583160531	12.010758960016	11.8648951282558	11.8122404260424
"47"	"CDC42SE2"	"CDC42SE2"	12.3655620616267	12.5573784776663	12.2510606569428	12.7730528449551	12.6879212194057	12.6374312681538	12.5427698546277	12.454661521663	12.4253288347368	12.6587617830221	12.5663776141805	12.5970979417537
"48"	"RFWD2"	"RFWD2"	9.59155960907361	9.66517952521816	9.5344411537272	9.67741927976587	9.84943037455686	9.60510400560548	10.0078034043829	9.87156862507362	9.88816473340825	9.90730077280451	9.89595127383755	9.91234656519715
"49"	"STX6"	"STX6"	8.78560052151832	8.82475855048271	8.68307257418098	9.77728363008089	9.41757998760495	9.71273988981964	9.20763944842064	9.24220015263254	9.15181819156744	9.162603799977	9.16013667095095	9.04031715898647
"50"	"HSH2D"	"HSH2D"	3.40185152582337	3.23777082023401	3.53226016786109	3.20633612551065	3.40185152582337	3.56115706972906	3.78489929714989	3.78489929714989	3.78489929714989	7.26717819041048	6.8513682037516	6.81790605946256
"51"	"TRNT1"	"TRNT1"	6.89955792041014	7.1003109987549	7.10076637203208	7.7246374162067	8.00546694030452	7.82237711685129	7.85299970232604	7.79702495072884	7.66359625667873	7.57149147279446	7.71319725258476	7.67674904630005
"52"	"HERPUD2"	"HERPUD2"	10.7193675860901	10.8510316566418	10.8473129461778	11.0185248432885	11.1142653359798	11.2659038840456	11.4020584369672	11.4252029906508	11.3077456804788	11.4066903646088	11.3285779496753	11.3367735081541
"53"	"ARSG"	"ARSG"	6.21668926234167	6.43321990869605	5.91917394103673	5.54257764798252	5.3872473587547	5.39028061846976	5.67028018504936	5.55369958515682	5.69933301599491	6.04770053744802	5.85475136566228	5.98928747300519
"54"	"ZNF101"	"ZNF101"	6.52512873061738	6.55313805372898	6.50725945280055	6.38406883043869	6.50725945280055	6.32013249916795	5.78526911796704	6.06859653584481	6.05449841961632	6.75703388368141	6.74237652603436	7.04249072041732
"55"	"ZNF626"	"ZNF626"	5.29521839261984	5.6452366279486	4.48462983859222	5.00493304545389	5.00493304545389	5.14052397849664	5.00493304545389	5.1632521081859	4.9539575976786	5.03250230679918	5.07298887234564	5.0331902886523
"56"	"PHC3"	"PHC3"	8.47130645403833	8.34918863238189	8.70765447482627	9.50080774709365	9.28752795028737	9.46756292410991	9.56805509903836	9.65902259764405	9.56559150897491	9.03485564441215	8.79434255543987	8.87412058276017
"57"	"TNFRSF10A"	"TNFRSF10A"	7.49187277925397	7.27621737829613	7.76789933393437	7.3980073599219	7.34339771456123	7.39179315808738	7.70742395711487	8.01837282516964	7.67107031104964	8.12506552312058	7.9651492212655	7.91553729883789
"58"	"HPS4"	"HPS4"	5.52173803760684	5.58194494154437	5.37508163158525	5.6703190226384	5.43239378701958	5.55883473394941	6.3123091309117	6.06929762431615	5.81394747980813	5.68429172971191	5.77144696442468	5.46387073890984
"59"	"C5orf22"	"C5orf22"	9.3870418425474	9.53735667281532	9.14924347539686	9.36255370834398	9.50340884884323	9.41482495961082	9.52685630233969	9.49593978682378	9.43873106599787	9.76773522937909	9.90512768282509	9.89422859056264
"60"	"FLCN"	"FLCN"	8.33053061467438	8.44038569073085	8.48655777608704	7.80541361963336	7.9328556337905	7.49653234330476	7.96130897543991	7.88871151789155	7.91162858143248	7.2755331401755	7.35522931921079	7.37716831590748
