"probe"	"gene"	"CTRL"	"CTRL.1"	"CTRL.2"	"IFN.1"	"IFN.1.1"	"IFN.1.2"	"TNF.1"	"TNF.1.1"	"TNF.1.2"	"TNF.IFN.1"	"TNF.IFN.1.1"	"TNF.IFN.1.2"
"1937"	"H2AFV"	"H2AFV"	11.0979555559355	11.0626693524059	10.8538722300132	11.1762470384339	11.0657557684902	11.1263846394383	10.6752733362584	10.725545969201	10.8975353394851	10.6144980832447	10.8863631797455	10.92531114913
"1938"	"IKBKAP"	"IKBKAP"	8.25793519937084	8.46421278379999	8.2105378703841	8.44578233694753	8.48463662394245	8.49786300336435	8.54753924453525	8.49734434857533	8.53463838638388	8.22452831581469	8.13615604717112	8.40762713734919
"1939"	"ATG9A"	"ATG9A"	7.21846155854684	7.42894348427607	6.79968148747878	8.01008686366282	8.05283940507116	7.60432318188412	8.19103387505521	7.80486455841349	7.80996600540382	7.81497697489216	7.62942443999847	7.82692081744709
"1940"	"PPIE"	"PPIE"	8.0522157748372	8.2505107985083	7.79134682490477	8.11353806255888	8.20082293349144	8.27121000162015	7.71758325841419	7.89569784126967	8.22425388673252	7.76666111429852	8.05899099980436	8.21581292510738
"1941"	"TBCC"	"TBCC"	8.70139179288557	8.48745411214274	8.70674630231396	9.09473502084855	9.12730693048294	9.22947318629368	7.42534596940453	7.32194859006488	7.74823346025147	8.40905669159225	8.64542941614151	8.87714150763748
"1942"	"EDC4"	"EDC4"	5.9860123042574	6.04981903135097	6.29387575890004	6.2104421107217	6.36310461076565	6.43807513430894	6.7755181095223	6.63473352917957	6.59387491266085	6.73579377582128	6.36310461076565	6.37430831953362
"1943"	"SLC2A3"	"SLC2A3"	13.9030817259196	13.9730844447906	14.0415969859844	12.836469205774	12.9915910585302	12.9844614208335	13.3767264233375	13.3534174654841	13.3867682567244	13.7718967092653	13.799545374775	13.6671755797598
"1944"	"DNAJB2"	"DNAJB2"	5.89679577189931	5.76873597383498	5.90736389084928	6.36956526655517	5.76873597383498	6.19537750176406	5.76873597383498	5.76873597383498	5.86250408004708	5.31598307521367	5.31643412034874	5.6783563608245
"1945"	"MAPRE2"	"MAPRE2"	8.41624907257192	8.59127045809237	7.87541278852783	8.25187533884605	8.26777276708745	8.12057052852751	8.44715862459664	8.35297321883301	8.25023464578824	8.37079994326627	8.44108340834403	8.28688636791203
"1946"	"ACADM"	"ACADM"	10.6421093550935	10.8972628569516	10.6244973856278	10.2340220001657	10.4830891183122	10.4268083603971	10.5470373598523	10.7793567415382	10.6101304438974	10.6168325759228	10.6629358056007	10.5827965913192
"1947"	"SNRPB2"	"SNRPB2"	12.2109136760595	12.1818380564367	12.1994683444117	12.248634079944	11.9938408306169	11.9952055282523	11.764425437001	11.7916097832753	11.8986358369916	11.9996850026985	12.0508836471452	12.0054773701303
"1948"	"SSFA2"	"SSFA2"	9.24822692313143	9.39098568669367	9.21445705592943	9.29366327085109	9.29077554259362	9.36791603396	9.62309766387427	9.74658438914363	9.38774071273572	10.1556563592332	9.98244725532646	10.0817910580272
"1949"	"TNFAIP2"	"TNFAIP2"	11.2339140087399	10.6040169826697	11.4167169750596	7.41642611181141	7.96792467919338	7.8808994176932	9.11128360496562	9.03795986120951	9.39737053219159	7.92303516619228	7.7354148193199	7.95762183182174
"1950"	"ATG5"	"ATG5"	9.77288618919896	9.9178377515178	9.66984624624066	10.0465113568456	9.90041665745975	9.87183675808916	9.82259754967382	9.88616345910471	9.85206322369881	9.84972737318623	9.78051468916432	9.87119803215992
"1951"	"PPP2R5D"	"PPP2R5D"	6.4515396659062	6.6204072210405	6.76012474335683	6.55708712988632	6.74527749209898	6.88594372386332	6.81972240659113	6.7287346958663	6.54564346725716	6.46178508083942	6.79075006728003	6.46343451854721
"1952"	"DLG1"	"DLG1"	8.13559897419656	8.24541121169647	8.24164353263846	8.85050169631598	8.32970404308709	8.91990826440556	8.62248911010267	8.51484024590009	8.61123071455026	8.21632269475978	8.1260145934963	8.29643713859994
"1953"	"BCL7B"	"BCL7B"	7.95295799730006	8.00789440081685	7.71380177778089	7.26243333068794	7.14607777371006	7.20992775017643	7.07046247298615	6.97667611527868	7.1656707274875	7.14071293290058	7.3756650194027	7.58840424268883
"1954"	"MLXIP"	"MLXIP"	6.79771115288135	5.63648517753402	6.96050827126709	8.1467736182812	8.319786550177	8.32796233404109	8.3630435294578	8.37945474746451	8.20586150833886	7.94393365892183	7.70540141707358	7.94278522968753
"1955"	"MLH1"	"MLH1"	9.2681711920826	9.2616905058972	9.17896444308459	9.21051597464733	9.55438817003273	9.42724858893908	9.12151581430398	9.11460300064891	9.23393948197585	9.45521605506928	9.30835886746349	9.30358687003307
"1956"	"CTCF"	"CTCF"	8.35872295447189	8.16584854911516	8.52230610769892	9.20786222708214	9.08895473331802	9.02301433180402	8.9451701835627	8.90991708945567	8.72589868185769	8.70694384115977	8.69832581241554	8.53362171476311
"1957"	"PITPNB"	"PITPNB"	11.0014446098047	10.7480934387765	10.9482225732566	10.3440721660912	10.3764654905982	10.4073354948453	10.2229356826668	10.1939568904877	10.2526487281414	10.7290518124275	10.6029814834131	10.6706265576539
"1958"	"PRPSAP1"	"PRPSAP1"	8.8977477743485	9.01424079243603	8.64228753126095	9.27086482540557	9.2886181911736	9.23509514646369	8.89530954626546	8.9130775558519	9.1308991162339	8.82155036894724	9.0340413186787	9.02764569437785
"1959"	"MAPK14"	"MAPK14"	8.14546450234836	8.21176034078374	7.98576923778243	9.83204011538734	9.62445012223941	9.47275554946589	9.40088182819952	9.22061005067161	9.33405685747502	8.79547520550442	8.77835681358505	8.78316598954146
"1960"	"IRF1"	"IRF1"	11.1154005174055	10.7811802298854	11.276071915144	6.45373755179419	6.40823867865316	7.03805537780888	13.6133316556759	13.5944028101077	13.9055480519024	12.8762557473415	12.7574699655038	12.7369446664377
"1961"	"DHFR"	"DHFR"	8.4644641409213	8.31824509576284	8.43910485844163	8.00355930373357	7.99040733409424	8.05436195067383	7.84376223851243	8.0440362927753	8.21660550612124	8.20504924090089	8.20075259054457	8.17574679635491
"1962"	"FADD"	"FADD"	8.22426624895396	8.156235977983	7.88176569449096	8.44557132508193	8.56671233395405	8.4368673999012	7.30037751548513	7.23505123637028	7.04345040665209	7.80254632508661	8.19055892747676	8.26244418918303
"1963"	"CHMP2B"	"CHMP2B"	11.3610677197288	11.4871818081797	11.3044341658686	11.1981781045206	11.3308573118648	11.3353261071334	11.4317443151228	11.4707310593117	11.3514839935162	11.4240337741056	11.4416502211561	11.2380182418539
"1964"	"HMGCR"	"HMGCR"	11.2971848653046	11.0541045208477	11.2701765639058	9.37978114212146	9.42869612577706	9.37193616628929	8.83548113882944	8.83560615717561	8.9444027487576	9.81011938472587	9.86105189698509	9.94541168475136
"1965"	"AIMP1"	"AIMP1"	9.61139427843029	9.71646406563532	9.47925429065041	9.70130362950943	9.70309808482861	9.56984861327267	9.33662553721766	9.45477529809277	9.62708309874638	9.29553936582409	9.27107292309731	9.42657021137863
"1966"	"GMFB"	"GMFB"	11.1499717125294	11.3107558970032	10.950457939169	11.2694535865307	11.0970698554992	11.2950650843771	10.8000392310587	10.8527968452257	10.8061660283736	11.2611965812821	11.26029204031	11.2713504867718
"1967"	"PRKCD"	"PRKCD"	9.67312223315562	9.10576496440986	9.752740643841	8.93000879711773	8.54412464332284	8.80427797580225	8.97306719870066	8.73073415312387	8.73921854346256	8.87737863098452	8.82599528195346	8.79152643711161
"1968"	"VAMP8"	"VAMP8"	13.49576065613	13.6224516446478	13.3441868337221	13.6521153699806	13.4966863364271	13.5175947386052	13.4711639597027	13.5076304208429	13.5722853202459	13.3977313710228	13.5224947169287	13.574451235478
"1969"	"ARHGEF7"	"ARHGEF7"	7.64085377996181	7.33354964984214	7.52857886565754	8.7125384394285	8.77889546707028	8.69431415705179	8.41360818649269	8.11894451703751	8.30290607399588	8.17526574110462	8.14497147403412	7.96741100526877
"1970"	"VAPB"	"VAPB"	9.58490979053635	9.46386225526166	9.53997577914416	9.06710770953455	9.27053089384731	9.4739392085616	9.26635972807585	9.17581040159456	9.12851306563602	9.3183216091543	9.31786406918565	9.35377693230075
"1971"	"CRIM1"	"CRIM1"	7.27933733186209	6.31434768135341	7.62448563219282	5.87541123839951	6.27164373238359	6.27920695454474	6.27920695454474	6.11992400111348	6.27920695454474	6.79371167806115	6.72663593930953	7.00455161305597
"1972"	"SYF2"	"SYF2"	9.87966277033886	9.95922771474645	9.92400933700738	10.4253136585968	10.3461644595362	10.3425342566212	10.2098598332959	10.2098598332959	10.2098598332959	10.1944860039045	10.1770303363385	10.1688515887316
"1973"	"GSTM3"	"GSTM3"	4.7899256531312	5.56348818999844	4.8700522225535	4.69127646475114	4.18001012933632	4.45963478068503	3.96422188111782	4.78888848196585	4.43107163811851	4.55360463243862	4.82087401834803	5.12872849124381
"1974"	"MCRS1"	"MCRS1"	6.89550053488466	6.91155043809977	7.05364153896307	7.12349198982838	7.33299614323233	7.05364153896307	7.00744091643199	6.9623538349201	6.98829153070139	6.88998167663289	7.32206785572573	7.1080297624599
"1975"	"HSPA13"	"HSPA13"	9.01889750895221	9.28242406962153	8.97616449303824	9.21949755451049	8.90468802728144	9.11509768160964	8.89268683612314	8.87971017060953	8.70893284406123	8.88596817860918	9.02621466965144	8.9688568973268
"1976"	"CHTOP"	"CHTOP"	8.82770978708698	8.79743458274237	8.78215032435325	9.44156658586074	8.88096834369032	8.89262474032663	8.74977235188403	8.9694781736581	8.90645409536833	9.25337595296542	9.10818105810152	9.04322874302923
"1977"	"TNKS"	"TNKS"	4.24504435072266	3.85904610476564	4.09926552101669	5.53800636879453	5.66381114844621	5.8899410193985	5.64048393948933	5.87298873849341	5.91605212171083	5.41991710045681	4.89864398816717	5.15802527530691
"1978"	"C14orf1"	"C14orf1"	7.27677055991963	7.37947782932521	7.40845974359121	7.36769748115367	7.27677055991963	7.55281217743271	7.04763233126369	7.18068824108801	7.27677055991963	6.9741305904459	7.27677055991963	7.41573450888986
"1979"	"ARL2"	"ARL2"	8.05450640167883	8.01275811786356	7.80722891081383	8.32863344845498	8.18508441902659	8.03112040685968	7.73506976924117	7.67294241515636	8.04489002031685	7.8483429387476	8.02564425484809	8.09923958415855
"1980"	"SVIL"	"SVIL"	9.23598033482117	8.71163802095566	9.5094086348412	9.58778142538514	9.53956615203788	9.7552401373484	10.1551560571302	10.1313765507934	10.0584236146106	9.87199548095485	9.56951016232979	9.72612715517162
