"probe"	"gene"	"CTRL"	"CTRL.1"	"CTRL.2"	"IFN.2.5"	"IFN.2.5.1"	"IFN.2.5.2"	"TNF.2.5"	"TNF.2.5.1"	"TNF.2.5.2"	"TNF.IFN.2.5"	"TNF.IFN.2.5.1"	"TNF.IFN.2.5.2"
"27"	"CATSPER1"	"CATSPER1"	6.26027929530917	6.40106049184951	6.1785608228541	6.17951483512064	6.27072130879344	6.29453667381867	6.05510377894878	6.17951483512064	6.17951483512064	6.18200478845872	6.17951483512064	6.17951483512064
"28"	"CNOT7"	"CNOT7"	11.7791264627873	12.0144033679211	11.6652186992841	11.9509648320364	12.0942808742104	12.1681105266504	11.1460901976007	11.2789540211549	11.1535089108424	12.0260588616914	12.1034201763064	12.0608240868584
"29"	"CRYZL1"	"CRYZL1"	8.84187118414866	8.88777572584239	8.7428632197938	9.09594621215023	8.92265369220172	8.92516496910752	8.72387583718873	8.8695373735834	8.72575301427319	8.80507306525979	8.99295584273648	8.91571087046964
"30"	"TIRAP"	"TIRAP"	4.89884693302614	4.8238313420917	5.23321409999998	5.42935076587435	5.62762112686871	5.55194053990985	3.89389166714329	3.88769573579108	4.12801403132501	5.48570839411462	5.40385587601171	5.44702586790749
"31"	"C4orf33"	"C4orf33"	7.01407669813142	7.33265833609872	7.12987271171264	6.96412479997114	6.83490529362793	7.18800563380966	7.82127047273738	7.52369674482086	7.48523746676651	7.14462333927178	6.94247915575425	7.00264254096041
"32"	"FAM71A"	"FAM71A"	3.94225932833661	4.18313146924261	4.27571064727032	3.94225932833661	3.94225932833661	3.94225932833661	3.92405619366557	4.13962289458325	4.38826510698068	3.8882191077377	3.95596867218247	3.94225932833661
"33"	"C1orf65"	"C1orf65"	4.16713262031558	4.18702504759561	4.20690198492292	4.177678541579	4.16765226975163	4.16713262031558	4.45922382078669	4.18702504759561	4.18794550786107	4.30267666754988	4.23123791457741	4.27604550562627
"34"	"CLEC12A"	"CLEC12A"	9.96497682768423	10.4289739336921	9.84556162578053	9.22979913376329	9.84570515008761	9.85722041785884	9.99247862323298	9.82089276630555	9.88316992588488	9.93164446993138	9.79109969801572	9.76723995516474
"35"	"C15orf27"	"C15orf27"	4.3503104987305	4.52459243025637	4.35439563201451	4.32100210524953	4.50729292968723	4.45948776867782	4.45948776867782	4.54266596016647	4.49151084289783	4.45948776867782	4.62130415248457	4.43130058869832
"36"	"NEDD1"	"NEDD1"	8.36480735464595	8.74459068246627	8.49789569218849	8.98686221920375	9.20800703977507	9.02508231749822	9.09419690384276	9.1835752854653	9.09299982863665	9.08078406874818	9.29721322456216	9.24156528116525
"37"	"ETV3"	"ETV3"	12.7961946883604	12.5931295734383	12.9304858773777	10.5600220281372	10.2298599851557	10.2527053747367	12.3829512072045	12.4537282727769	12.4531385800398	11.3237510013316	11.2086693736642	11.3062239008296
"38"	"TM2D3"	"TM2D3"	8.61479237326571	8.72778781379486	8.78134270968466	9.86537475733807	9.80662240969697	9.85672633058585	7.85981410926918	7.86732240541909	7.7554902128897	9.86177253541027	9.80446961332304	9.96206655941374
"39"	"ACAP2"	"ACAP2"	11.3989401216758	11.5228194560794	11.5500370482414	11.8465083409929	12.226371810693	12.2177797750286	11.2252536273991	11.5128908467562	11.3521727146418	12.330690524141	12.385924527239	12.5506715941067
"40"	"LACTB"	"LACTB"	12.6502029175453	12.5567194803517	12.6794259659695	12.9045124290046	12.6306251681219	12.6204119718547	13.477594664437	13.4030411784249	13.3867592136384	12.3973046809472	12.2906215583982	12.4252496598751
"41"	"GPBAR1"	"GPBAR1"	6.48771608139255	6.68498399765799	6.49687091050771	7.008443279261	7.008443279261	7.31166444593076	6.65122510705413	6.65122510705413	6.69683692616963	7.008443279261	7.08340922913194	7.008443279261
"42"	"TAGAP"	"TAGAP"	8.72776807975515	8.81549226073172	8.87887179149016	12.3312180890481	12.8988963827051	12.8765418662104	10.6181353396897	10.7653869528072	10.6484220951279	10.7937858771568	10.6254465539414	10.838271945565
"43"	"NLRC4"	"NLRC4"	4.88242699880054	5.30374672863046	5.13757728991201	7.41194669968259	7.36232926390434	7.5015331479537	4.55119781458375	4.48380438400509	4.4531801280191	7.3740327469634	7.37716831590748	7.18594336152865
"44"	"PRSS36"	"PRSS36"	2.99364237734404	2.99364237734404	2.99364237734404	3.07589738741504	2.99364237734404	2.99364237734404	2.99364237734404	2.99364237734404	3.18918832366413	3.17997178019371	2.99364237734404	3.10408951084247
"45"	"IL12RB1"	"IL12RB1"	8.45423668600119	8.59135081581123	8.42423144544567	8.41269693259455	8.29644265735264	8.43747765392342	8.45134819019784	8.51728401085449	8.59651547594595	8.18195459331168	8.17674596721955	8.30797978863604
"46"	"JAK1"	"JAK1"	11.8843045536007	11.5460045349292	11.9628204428245	11.7711410911344	11.8064752886105	11.7245802994202	12.161800671745	12.1682661046635	12.0523655623154	11.812304881004	11.6968189019302	11.9112040077743
"47"	"CDC42SE2"	"CDC42SE2"	12.3655620616267	12.5573784776663	12.2510606569428	12.6022262560316	12.5321159936689	12.4913707029606	12.3775621053506	12.4018144618017	12.327891616271	12.4364170405748	12.5258312113361	12.5308717840891
"48"	"RFWD2"	"RFWD2"	9.59155960907361	9.66517952521816	9.5344411537272	9.6383017691083	9.91642236109823	9.93191642329949	9.4165179077455	9.64795486112569	9.56890041976284	9.92866757418021	9.93658670124045	10.1324065768423
"49"	"STX6"	"STX6"	8.78560052151832	8.82475855048271	8.68307257418098	9.7326145737445	9.33494298189055	9.20914217952268	8.5573716173535	8.76097175819316	8.58217036860639	9.29783908115138	9.31971241421212	9.43193866973404
"50"	"HSH2D"	"HSH2D"	3.40185152582337	3.23777082023401	3.53226016786109	3.60721077267415	3.99423206219172	4.23025077513175	7.44066111536014	6.98622112983215	7.0032128972393	3.40185152582337	3.78489929714989	3.40185152582337
"51"	"TRNT1"	"TRNT1"	6.89955792041014	7.1003109987549	7.10076637203208	7.96957134598064	8.03013631016487	8.26389832311886	7.39158746147967	7.26630797929505	7.40089035053966	8.00193513142233	8.07262256366007	7.96591675482519
"52"	"HERPUD2"	"HERPUD2"	10.7193675860901	10.8510316566418	10.8473129461778	11.2376640597198	11.3468056086343	11.4184595688491	10.8768891189267	10.924060598408	10.957535830091	11.3133695993492	11.1655579668101	11.5767498999669
"53"	"ARSG"	"ARSG"	6.21668926234167	6.43321990869605	5.91917394103673	5.61601308516695	6.07012199613408	5.823645198147	6.15614490409838	5.75465208906576	5.9145881500195	5.82178005404738	5.91824950895877	5.55965963235972
"54"	"ZNF101"	"ZNF101"	6.52512873061738	6.55313805372898	6.50725945280055	6.50725945280055	6.50725945280055	6.63647175686133	6.48783844386761	7.09657670690294	6.69157676593544	6.1533970310113	6.35628477779314	6.50725945280055
"55"	"ZNF626"	"ZNF626"	5.29521839261984	5.6452366279486	4.48462983859222	5.72035310244267	5.18492058866519	5.39986359076908	4.97762471718828	4.99658426773379	5.27171519205487	5.02902681035983	5.29904959490381	5.02063488823381
"56"	"PHC3"	"PHC3"	8.47130645403833	8.34918863238189	8.70765447482627	9.48454560254014	9.36257229364831	9.3521909023507	8.47202034424623	8.58333010519333	8.43170387915908	9.46153558489853	9.57182064856947	9.65931900875083
"57"	"TNFRSF10A"	"TNFRSF10A"	7.49187277925397	7.27621737829613	7.76789933393437	7.73271616202929	7.88492787319782	7.74266378707568	7.74266378707568	7.48893803768876	7.51361679704679	7.88197101780405	7.6358797046683	7.89931492358336
"58"	"HPS4"	"HPS4"	5.52173803760684	5.58194494154437	5.37508163158525	5.67378746985412	6.08773041521856	6.27633291271357	5.29141749985335	5.76758181064513	5.21484368616977	6.0986275196906	5.59634606291257	6.19925219699283
"59"	"C5orf22"	"C5orf22"	9.3870418425474	9.53735667281532	9.14924347539686	9.51758517334628	9.53390355308006	9.60100867845304	9.49386563768529	9.59221145442057	9.38130958333516	9.50595873273817	9.58960849616422	9.55697508863859
"60"	"FLCN"	"FLCN"	8.33053061467438	8.44038569073085	8.48655777608704	7.88994537072036	8.08263625339916	8.00721984621208	7.4889296391559	7.34133966037431	7.37716831590748	8.19008063828816	8.01685392726741	8.24031184777555
"61"	"PPP1R3B"	"PPP1R3B"	8.74214574732946	8.7342658603739	8.46240321937582	10.6210396904551	10.363375843798	10.4434882428643	7.57778679633564	7.81230149814039	7.4055834435249	10.0697227388518	9.94842454705582	9.90519772498581
"62"	"ARL11"	"ARL11"	7.89667548075731	8.20291191392226	7.67943308739342	8.93545134990232	9.31524923663723	9.45981408779366	6.53599257140051	7.05981835810753	6.76907764840417	9.41854564838878	9.35720527969433	9.45966528725006
"63"	"NIPA1"	"NIPA1"	7.760697045275	7.42237121149683	7.46680332589928	7.15212837524702	6.8187999789039	6.74409222665988	6.74334141162844	6.89730784574188	6.81978587144012	6.90295496786201	6.91104906184738	7.08352735746111
"64"	"CARD16"	"CARD16"	10.5830358612906	10.695304586395	10.3902909288371	9.58112567782164	10.3717124347283	10.5320998133311	10.8836018457898	10.6718260030624	10.6919012488122	10.477731172428	10.3756006054167	10.4582416736901
"65"	"CYB5D1"	"CYB5D1"	3.94845035539686	3.91335081920918	4.01288327828167	3.91335081920918	3.88132547504107	3.73452333527785	3.91335081920918	4.07985874634592	3.93866838029042	4.33017350203132	3.91335081920918	4.12429543620661
"66"	"KLHDC1"	"KLHDC1"	2.65035325552077	3.13193931122337	2.65350944654375	3.47813038478768	3.67412537882958	3.86674342792273	2.69872148067646	2.63468399278613	3.06362726431486	3.71421846429159	3.17849388744382	3.37061735051714
"67"	"ST7L"	"ST7L"	3.5421026364931	3.54728269421409	3.54545491142794	4.07058324817689	3.88824685499311	3.95925967843599	3.36371700300671	3.53971254392745	3.01118979164857	3.54728269421409	3.87527343039551	3.54728269421409
"68"	"KLC3"	"KLC3"	4.47247156657039	4.47247156657039	4.47247156657039	4.47247156657039	4.69112377873201	4.48114332443267	4.47247156657039	4.47247156657039	4.59787345982106	4.40323800375011	4.47247156657039	4.47247156657039
"69"	"C9orf66"	"C9orf66"	4.75947138489926	4.43678914922169	4.37725480549056	4.86600679018783	4.78863331216129	5.35083468837148	5.19497482029411	5.39604168092628	5.26928289505823	4.86600679018783	4.63707098511854	4.82760667794014
"70"	"CLEC4D"	"CLEC4D"	2.49189662543447	3.43770444971981	2.41277943778519	2.2888145943529	2.2888145943529	2.2888145943529	6.75982870633366	6.74297695680214	6.79309076996222	2.2888145943529	2.2888145943529	2.2888145943529
"71"	"HELB"	"HELB"	3.41285477184624	3.41285477184624	3.41285477184624	3.41285477184624	3.41285477184624	3.41285477184624	3.57487804812242	4.09400854668594	3.77192543648114	3.41285477184624	3.06931060654681	3.37567967315249
"72"	"SEC62"	"SEC62"	11.9660072042605	12.131426408512	11.929304992737	11.827560921392	12.0258590092009	12.1231851310197	11.7209869914871	11.9183800178396	11.7913965085297	12.2201898647602	12.1889308473859	12.2824208027198
"73"	"TLR4"	"TLR4"	10.8948355412953	11.0957100549526	11.0604951329026	10.8663976106435	11.2934292508537	11.2833034324448	11.2112487560824	11.1895736678193	11.1895736678193	11.259378794024	11.3148546461636	11.4861941085214
"74"	"SIGLEC10"	"SIGLEC10"	8.72234130032242	8.58080949044145	8.87250900123155	8.37682532223547	8.3099164860156	8.33610144285118	8.54043486398419	8.67826385604504	8.5818633058781	8.21970783633883	8.05625756939694	8.37682532223547
"75"	"RAB42"	"RAB42"	5.97048009858989	6.06613054111409	5.84924517673574	6.65057546876182	6.9478937199252	7.01592041572921	4.43982792876596	4.60905737764547	4.25014066708307	6.8597281173763	6.85081648742561	6.74611443816955
"76"	"CD200R1"	"CD200R1"	9.75867224250667	9.99042491734045	9.58244259005438	11.086900659345	10.793340438557	10.8236575146677	8.99843514239031	9.14023529631538	8.80895715929424	10.9373718376078	10.9100505675832	10.8211570086014
"77"	"FIGNL1"	"FIGNL1"	3.39954837126491	4.17986534429665	3.68882949325571	6.80550156617408	6.85257013890888	6.7643583638681	3.83405201798372	3.78777152726802	3.81574023555686	6.87044134956153	6.80624156863786	6.73823553803507
"78"	"PDE8A"	"PDE8A"	8.79486473144051	8.80744377896759	8.85960539480955	8.47849155968752	8.71335874764476	8.67557159952305	8.95273847035261	8.74751064139914	8.71335874764476	8.74479359222862	8.60118761223425	8.88503665349605
"79"	"ZMYM6"	"ZMYM6"	9.67178000766334	9.73426830865724	9.3708205091833	9.60657048584407	9.53488368664112	9.64192662806573	9.44153748277636	9.46258701035879	9.46258701035879	9.46258701035879	9.54887689850741	9.32657458438689
"80"	"CNPY3"	"CNPY3"	8.90541552885401	8.81370397618208	8.62102089886792	8.73759751150426	8.83052745772959	8.94762653942078	8.59544555804275	8.53021687277196	8.46148702626567	8.89511551020158	8.94511951236542	9.05226464409592
"81"	"SCAMP1"	"SCAMP1"	10.0105145550669	10.2608710858584	10.0422737418543	9.93837560409928	10.1045521809124	9.93010681355853	9.81171551254844	10.0749390611448	9.93608928180416	10.0422737418543	10.2134986802527	10.150275075454
"82"	"IL27"	"IL27"	2.28295016667574	2.28295016667574	2.28295016667574	2.28295016667574	2.28295016667574	2.28295016667574	5.05396547466612	3.58588475947718	3.77284299223741	2.28295016667574	2.28295016667574	2.28295016667574
"83"	"RECQL4"	"RECQL4"	4.83105510268171	4.60665812870417	4.58416502150366	4.5079701108422	4.48732299802517	4.58416502150366	4.58416502150366	4.70321950593897	4.58416502150366	4.5812274973708	4.58416502150366	4.66327418373071
"84"	"BICD2"	"BICD2"	10.6073679537856	10.2633407303632	10.5927983811305	11.0950459354188	11.0415734687599	10.9341168795477	10.1061337930624	10.4748339408032	10.2746610764341	11.3167575978519	11.0355998479834	11.2277859946555
"85"	"SUOX"	"SUOX"	6.15869485559548	6.15863457660914	6.20454626714397	8.18154233148503	7.95507543165507	7.97553898023362	6.00586811886367	6.21326021903809	6.22238861283776	8.09986846673045	7.88166041253774	7.8318282398074
"86"	"SDCCAG8"	"SDCCAG8"	5.03875386076292	5.40679783310604	5.05583692627653	5.88441526337538	5.85320907417249	6.05037573628133	5.07079035697832	5.48097332382157	5.48097332382157	5.96691755511141	5.87094205600881	6.08747460042906
"87"	"NFKBID"	"NFKBID"	8.98906166473754	8.6495720329508	9.33181610999253	4.64733775307726	4.65368315043718	4.64733775307726	9.09417376309214	9.34272866515884	9.1959968967283	8.4477306964305	7.92862015429926	8.18305514529146
"88"	"CD300LF"	"CD300LF"	9.59102177173549	9.8906840236947	9.39228728546902	10.0331594207109	10.0544226749777	10.0967677011514	9.3950248624156	9.40990905456315	9.30036919875606	10.0102889812704	9.86440696114847	9.82580787160252
"89"	"SLFN5"	"SLFN5"	9.12918309377756	8.64750729082151	8.89744523411849	9.86364827092421	9.57281075247781	9.31821669069728	12.4041053032694	12.0632168013816	11.8021092128327	8.74599152539832	8.94691626689922	8.9085541749909
"90"	"BCL2L11"	"BCL2L11"	9.3132278078314	9.3986383568663	9.43165330952315	10.8008012556132	10.6435452171682	10.7367053899632	9.92645865822866	10.1646940496495	10.05330562691	10.5806690913872	10.5558997084938	10.615101273352
"91"	"TIGD1"	"TIGD1"	2.82688893483552	2.64667373209417	2.62209915899621	3.32422350993217	3.55031694585213	3.40467108798932	2.62209915899621	2.62975511927089	2.32956253629963	4.04168430620199	3.83807616745356	4.08255199816341
"92"	"ALKBH5"	"ALKBH5"	9.85708769290215	9.87713400803015	9.65052075009165	10.1774880637052	9.96540891595677	9.98141139130161	9.42614786944306	9.55497004117282	9.46433771558074	10.0238701218772	9.95476334558161	10.0205237445079
"93"	"CCDC69"	"CCDC69"	9.74351168658068	9.67501023062335	9.49895640292046	9.71221680742979	9.86383235567034	9.95850643679212	9.63509431866414	9.74181129959473	9.71221680742979	9.94542814386966	9.5127238494186	9.71221680742979
"94"	"NFX1"	"NFX1"	9.55514004898487	9.23842434951404	9.52435351298166	9.21955429976712	9.35746781699576	9.30135617538721	9.24873163422222	9.29300662951901	9.23457232578239	9.14360965635117	8.98008465445531	9.28187167743734
"95"	"C5orf24"	"C5orf24"	9.59922436297756	9.61518760923763	9.66486480030853	9.45219456581562	9.64445338871139	9.71282240914478	8.56023889463093	8.57866759444833	8.54208040807962	9.67604345349689	9.74198297571911	9.67793288481387
"96"	"CDK8"	"CDK8"	6.50941332085967	6.57005868848936	6.23727961579515	7.29633874553915	7.36812813945826	7.51187738868004	5.5299309918068	5.95748207943802	6.011676834411	7.44940047681602	7.35249575057496	7.58382326219288
"97"	"STK38"	"STK38"	9.65954472871192	9.80317564664026	9.72778273648636	11.0634736199003	10.8253642590461	10.7474242514691	9.46334455493938	9.61989418604888	9.52039391510128	10.6896502087968	10.3744537988215	10.5243686689523
"98"	"THEM4"	"THEM4"	6.65053056432508	6.59773354908842	6.27634775590599	6.01339138717253	6.71188964324155	6.78630820091585	6.17003369734555	6.17482349208234	6.35927434953276	6.84001126437326	6.72038260643087	6.90231414105927
"99"	"C9orf72"	"C9orf72"	10.3467690373395	10.7350639957544	10.3542069002545	9.5017482365627	9.91345756436561	9.91345756436561	9.84001790117268	9.97791341878967	9.9441639804999	10.0741403783306	10.1612447829132	10.111405609187
"100"	"KLF11"	"KLF11"	11.0436684198438	11.2002302942307	11.0254225054962	10.18861974273	10.2813907064804	10.3770687470891	10.9141943697767	11.0234535517132	10.8445215232637	10.5661354745954	10.5939161952175	10.6989445643798
"101"	"LACC1"	"LACC1"	11.0310139358544	10.7829190499982	11.3216040666954	9.68299025450297	10.0815375817575	9.96352249540654	10.6670037048066	10.6040420702193	10.6147118930079	10.2309931584074	10.2101710605686	10.4013050314077
"102"	"TAPT1-AS1"	"TAPT1-AS1"	3.27871263120229	3.27871263120229	3.27871263120229	3.73434213592854	3.61555283868021	3.60132932344031	2.87223436364518	2.87223436364518	3.12476709372153	3.37880543648145	3.28489904077808	3.40900653793686
"103"	"SNX13"	"SNX13"	8.28292381912799	8.37630603753956	8.26805728472927	8.72210779758699	8.84304657528027	8.79189682854365	7.9338817569358	7.89876724287229	7.86923444515605	8.88239331089629	8.74915971942062	9.02189693371145
"104"	"SEPSECS"	"SEPSECS"	5.55794916340029	5.84375967536315	5.44690363756394	5.48620947783246	5.65353312186137	5.57011565181555	4.6853812942263	4.64120208930474	4.57054603664547	5.74893345849737	5.7888617097892	5.81292659814568
"105"	"ZNF777"	"ZNF777"	5.43348777377299	5.29455182117973	5.8527724364556	5.43348777377299	5.6029805278584	5.52911875419274	5.23957642129734	5.03322290816695	4.96900514748632	5.48871332845039	5.43348777377299	5.51584420465509
"106"	"RASEF"	"RASEF"	6.93777344301637	6.79333310358425	6.5923976119261	6.98200533917368	6.95198473300879	6.84681089042942	7.16259880381331	7.0050125371878	6.93777344301637	6.84509452594105	6.66946179581446	7.13178573889511
"107"	"KRT78"	"KRT78"	3.97514714295795	4.27901749011487	4.14949654342238	4.01932002601095	4.03261233722347	3.83597873200239	4.04578104584688	3.97514714295795	4.35678428052116	3.85072352616148	4.02001239246458	3.94982164766402
"108"	"ZNF512"	"ZNF512"	6.32722177660494	6.48046537551169	6.27924643574509	7.64034728697081	7.14575165138278	7.42712757529059	5.32976840369956	5.59048810938151	5.38512214144567	7.2012868567175	6.98633438314825	7.22703560487441
"109"	"FAM117B"	"FAM117B"	7.76544810796986	7.81164046328792	7.49436344764807	8.63472431410801	8.71320529529162	8.42873235983596	6.87947112283163	7.33908365633322	7.11030450080404	8.62980945717407	8.75754244014508	8.91719504882827
"110"	"ZNF75D"	"ZNF75D"	3.5271975081001	3.76705413835638	3.48595352650527	4.37868604671231	4.52378320869205	4.58213477080368	3.60641973265849	3.60656473685429	3.63738021741163	4.77358947828265	4.28799128651183	4.67746456867048
"111"	"BRWD1"	"BRWD1"	7.35490870540742	7.54482426459476	7.11209597400789	7.1102846764908	6.8807592353862	6.94801799998948	6.94801799998948	6.66827493581927	6.70409255761691	7.10126699835668	7.2411107030198	7.08714891659524
"112"	"BRWD3"	"BRWD3"	5.50063058140499	5.54724200929582	5.88482951574268	5.54141591372979	5.39707602766108	5.23460874231663	6.17631112423949	6.09173016446097	5.60140475491281	5.63801772150509	5.62744572738635	5.594984840172
"113"	"ZNF718"	"ZNF718"	3.55411280852648	3.48715414629254	4.13641809736641	4.94873772907273	4.8876927157414	5.02634216770157	3.55203664064497	4.13641809736641	3.5811991333973	4.91638709595728	4.96496314370274	5.06529821796743
"114"	"SNRNP48"	"SNRNP48"	5.81424198117825	6.30218395192315	5.82411780957145	6.18472604325507	6.84965464412764	6.74821086417392	4.89372233791266	4.96127821281282	4.89372233791266	7.14556629564144	6.82451587291205	6.88910511846164
"115"	"ZNF555"	"ZNF555"	5.62278449529074	5.23675380462625	5.01209016464823	4.21045000534299	4.40716439001533	4.81255283719698	4.70103480146995	4.18303186455235	4.54886749108915	4.42744254601131	4.21045000534299	4.23156242758167
"116"	"SGK494"	"SGK494"	3.65310190819636	3.34107027495816	4.01882540042527	3.65824780342356	4.26261501598361	3.79297450144532	3.16948428670605	3.37384567306543	3.39111917816655	3.65824780342356	3.3923356930335	3.65824780342356
"117"	"CSF3R"	"CSF3R"	6.30392888592722	6.26701581303742	6.26701581303742	6.24529353190333	6.26701581303742	6.26701581303742	6.43975344921256	6.47535212813685	6.26701581303742	6.26701581303742	6.26701581303742	6.26701581303742
